samhita	pada
jaj;ni.s;a itth;aa gop;iithyaaya h;i dadh;aatha t;at puruuravo ma ;oja.h ;a;saasa.m tvaa vid;u.sii s;asminn ;ahan n;a ma ;aa;s.r.no.h k;im abh;ug vadaasi	jaj;ni.s;e itth;aa gop;iithyaaya h;i dadh;aatha t;at puruurava.h me ;oja.h ;a;saasam tvaa vid;u.sii s;asmin ;ahan n;a me ;aa a;s.r.no.h k;im abh;uk vadaasi
p;uruuravo m;aa m.rthaa m;aa pr;a papto m;aa tvaa v;.rkaaso ;a;sivaasa u k.san n;a va;i stra;i.naani sakhy;aani santi saalaav.rk;aa.naa.m h;.rdayaany et;aa	p;uruurava.h m;aa m.rthaa.h m;aa pr;a papta.h m;aa tvaa v;.rkaasa.h ;a;sivaasa.h u k.san n;a va;i stra;i.naani sakhy;aani santi saalaav.rk;aa.naam h;.rdayaani et;aa
y;ad v;iruup;aacaram m;artye.sv ;avasa.m r;aatrii.h ;sar;ada;s c;atasra.h gh.rt;asya stok;a.m sak;.rd ;ahna aa;snaa.m t;aad ev;ed;a.m taat.rpaa.n;aa caraami	y;at v;iruupaa ;acaram m;artye.su ;avasam r;aatrii.h ;sar;ada.h c;atasra.h gh.rt;asya stok;am sak;.rt ;ahna.h aa;snaam t;aat ev;a id;am taat.rpaa.n;aa caraami
;iti tvaa dev;aa im;a aahur ai.da y;athem et;ad bh;avasi m.rty;ubandhu.h praj;aa te dev;aan hav;i.saa yajaati svarg;a u tv;am ;api maadayaase	;iti tvaa dev;aa.h im;e aahu.h ai.da y;athaa iim et;at bh;avasi m.rty;ubandhu.h praj;aa te dev;aan hav;i.saa yajaati svarg;e u tv;am ;api maadayaase
pr;a te mah;e vid;athe ;sa.msi.sa.m h;arii pr;a te vanve van;u.so haryat;am m;adam gh.rt;a.m n;a y;o h;aribhi;s c;aaru s;ecata ;aa tvaa vi;santu h;arivarpasa.m g;ira.h	pr;a te mah;e vid;athe ;sa.msi.sam h;arii pr;a te vanve van;u.sa.h haryat;am m;adam gh.rt;am n;a y;a.h h;aribhi.h c;aaru s;ecate ;aa tvaa vi;santu h;arivarpasam g;ira.h
h;ari.m h;i y;onim abh;i y;e sam;asvaran hinv;anto h;arii divy;a.m y;athaa s;ada.h ;aa y;am p.r.n;anti h;aribhir n;a dhen;ava ;indraaya ;suu.s;a.m h;arivantam arcata	h;arim h;i y;onim abh;i y;e sam;asvaran hinv;anta.h h;arii divy;am y;athaa s;ada.h ;aa y;am p.r.n;anti h;aribhi.h n;a dhen;ava.h ;indraaya ;suu.s;am h;arivantam arcata
;ara.m k;aamaaya h;arayo dadhanvire sthir;aaya hinvan h;arayo h;arii tur;aa ;arvadbhir y;o h;aribhir j;o.sam ;iiyate s;o asya k;aama.m h;arivantam aana;se	;aram k;aamaaya h;araya.h dadhanvire sthir;aaya hinvan h;araya.h h;arii tur;aa ;arvadbhi.h y;a.h h;aribhi.h j;o.sam ;iiyate s;a.h ! asya k;aamam h;arivantam aana;se
sr;uveva y;asya h;ari.nii vipet;atu.h ;s;ipre v;aajaaya h;ari.nii d;avidhvata.h pr;a y;at k.rt;e camas;e m;arm.rjad dh;arii piitv;aa m;adasya haryat;asy;aandhasa.h	sr;uvaa iva y;asya h;ari.nii vipet;atu.h ;s;ipre v;aajaaya h;ari.nii d;avidhvata.h pr;a y;at k.rt;e camas;e m;arm.rjat h;arii piitv;aa m;adasya haryat;asya ;andhasa.h
ut;a sma s;adma haryat;asya pasty:or ;atyo n;a v;aaja.m h;arivaa;m acikradat mah;ii cid dh;i dhi.s;a.n;aaharyad ;ojasaa b.rh;ad v;ayo dadhi.se haryat;a;s cid ;aa	ut;a sma s;adma haryat;asya pasty:o.h ;atya.h n;a v;aajam h;arivaan acikradat mah;ii cit h;i dhi.s;a.naa ;aharyat ;ojasaa b.rh;at v;aya.h dadhi.se haryat;a.h cit ;aa
;aa r;odasii h;aryamaa.no mahitv;aa n;avya.m-navya.m haryasi m;anma n;u priy;am pr;a pasty:am asura haryat;a.m g;or aav;i.s k.rdhi h;araye s;uuryaaya	;aa r;odasii h;aryamaa.na.h mahitv;aa n;avya.m-navyam haryasi m;anma n;u priy;am pr;a pasty:am asura haryat;am g;o.h aav;i.h k.rdhi h;araye s;uuryaaya
;aa tvaa hary;antam pray;ujo j;anaanaa.m r;athe vahantu h;ari;sipram indra p;ibaa y;athaa pr;atibh.rtasya m;adhvo h;aryan yaj;n;a.m sadham;aade d;a;so.nim	;aa tvaa hary;antam pray;uja.h j;anaanaam r;athe vahantu h;ari;sipram indra p;iba+ y;athaa pr;atibh.rtasya m;adhva.h h;aryan yaj;n;am sadham;aade d;a;so.nim
;apaa.h p;uurve.saa.m hariva.h sut;aanaam ;atho id;a.m s;avana.m k;evala.m te mamaddh;i s;omam m;adhumantam indra satr;aa v.r.sa;n ja.th;ara ;aa v.r.sasva	;apaa.h p;uurve.saam hariva.h sut;aanaam ;atha u id;am s;avanam k;evalam te mamaddh;i s;omam m;adhumantam indra satr;aa v.r.san ja.th;are ;aa v.r.sasva
a;svaavat;ii.m somaavat;iim uurj;ayantiim ;udojasa.m :.: ;aavitsi s;arvaa ;o.sadhiir asm;aa ari.s.t;ataataye	a;svaavat;iim somaavat;iim uurj;ayantiim ;udojasam ;aa avitsi s;arvaa.h ;o.sadhii.h asma;i ari.s.t;ataataye
;uc ch;u.smaa ;o.sadhiinaa.m g;aavo go.s.th;aad iverate dh;ana.m sani.sy;antiinaam aatm;aana.m t;ava puuru.sa	;ut ;s;u.smaa.h ;o.sadhiinaam g;aava.h go.s.th;aat iva iirate dh;anam sani.sy;antiinaam aatm;aanam t;ava puuru.sa
y;ad im;aa vaaj;ayann ah;am ;o.sadhiir h;asta aadadh;e aatm;aa y;ak.smasya na;syati pur;aa jiivag;.rbho yathaa	y;at im;aa.h vaaj;ayan ah;am ;o.sadhii.h h;aste aadadh;e aatm;aa y;ak.smasya na;syati pur;aa jiivag;.rbha.h yathaa
saak;a.m yak.sma pr;a pata c;aa.se.na kikidiiv;inaa saak;a.m v;aatasya dhr;aajyaa saak;a.m na;sya nih;aakayaa	saak;am yak.sma pr;a pata c;aa.se.na kikidiiv;inaa saak;am v;aatasya dhr;aajyaa saak;am na;sya nih;aakayaa
any;aa vo any;aam avatv any;aany;asyaa ;upaavata t;aa.h s;arvaa.h sa.mvidaan;aa id;am me pr;aavataa v;aca.h	any;aa va.h any;aam avatu any;aa any;asyai ! ;upa avata t;aa.h s;arvaa.h sa.mvidaan;aa.h id;am me pr;a avata+ v;aca.h
mu;nc;antu maa ;sapathy:aad ;atho varu.ny:aad ut;a ;atho yam;asya p;a.dbii;saat s;arvasmaad devakilbi.s;aat	mu;nc;antu maa ;sapathy:aat ;atha u varu.ny:aat ut;a ;atha u yam;asya p;a.dbii;saat s;arvasmaat devakilbi.s;aat
y;aa ;o.sadhii.h s;omaraaj;niir v;i.s.thitaa.h p.rthiv;iim ;anu b;.rhasp;atiprasuutaa asya;i s;a.m datta viiry:am	y;aa.h ;o.sadhii.h s;omaraaj;nii.h v;i.s.thitaa.h p.rthiv;iim ;anu b;.rhasp;atiprasuutaa.h asya;i s;am datta viiry:am
m;aa vo ri.sat khanit;aa y;asmai caah;a.m kh;anaami va.h dvip;ac c;atu.spad asm;aaka.m s;arvam astv anaatur;am	m;aa va.h ri.sat khanit;aa y;asmai ca ah;am kh;anaami va.h dvip;at c;atu.spat asm;aakam s;arvam astu anaatur;am
y;aa;s ced;am upa;s.r.nv;anti y;aa;s ca duur;am p;araagataa.h s;arvaa.h sa.mg;atya viirudho 'sya;i s;a.m datta viiry:am	y;aa.h ca id;am upa;s.r.nv;anti y;aa.h ca duur;am p;araagataa.h s;arvaa.h sa.mg;atya viirudha.h asya;i s;am datta viiry:am
;o.sadhaya.h s;a.m vadante s;omena sah;a r;aaj;naa y;asmai k.r.n;oti braahma.n;as t;a.m raajan paarayaamasi	;o.sadhaya.h s;am vadante s;omena sah;a r;aaj;naa y;asmai k.r.n;oti braahma.n;a.h t;am raajan paarayaamasi
tv;am uttam;aasy o.sadhe t;ava v.rk.s;aa ;upastaya.h ;upastir astu s:o 'sm;aaka.m y;o asm;aa;m abhid;aasati	tv;am uttam;aa asi o.sadhe t;ava v.rk.s;aa.h ;upastaya.h ;upasti.h astu s;a.h ! asm;aakam y;a.h asm;aan abhid;aasati
b;.rhaspate pr;ati me dev;ataam ihi mitr;o vaa y;ad v;aru.no v;aasi puu.s;aa aaditya;ir vaa y;ad v;asubhir mar;utvaan s;a parj;anya.m ;s;a.mtanave v.r.saaya	b;.rhaspate pr;ati me dev;ataam ihi mitr;a.h vaa y;at v;aru.na.h vaa ;asi puu.s;aa aaditya;i.h vaa y;at v;asubhi.h mar;utvaan s;a parj;anyam ;s;a.mtanave v.r.saaya
;aa dev;o duut;o ajir;a;s cikitv;aan tv;ad devaape abh;i m;aam agachat pratiiciin;a.h pr;ati m;aam ;aa vav.rtsva d;adhaami te dyum;atii.m v;aacam aas;an	;aa dev;a.h duut;a.h ajir;a.h cikitv;aan tv;at devaape abh;i m;aam agachat pratiiciin;a.h pr;ati m;aam ;aa vav.rtsva d;adhaami te dyum;atiim v;aacam aas;an
;aa no draps;aa m;adhumanto vi;santv ;indra dehy ;adhiratha.m sah;asram n;i .siida hotr;am .rtuth;aa yajasva dev;aan devaape hav;i.saa saparya	;aa na.h draps;aa.h m;adhumanta.h vi;santu ;indra deh;i ;adhiratham sah;asram n;i siida hotr;am .rtuth;aa yajasva dev;aan devaape hav;i.saa saparya
y;ad dev;aapi.h ;s;a.mtanave pur;ohito hotr;aaya v.rt;a.h k.rp;ayann ;adiidhet deva;sr;uta.m v.r.s.tiv;ani.m r;araa.no b;.rhasp;atir v;aacam asmaa ayachat	y;at dev;aapi.h ;s;a.mtanave pur;ohita.h hotr;aaya v.rt;a.h k.rp;ayan ;adiidhet deva;sr;utam v.r.s.tiv;anim r;araa.na.h b;.rhasp;ati.h v;aacam asmai ayachat
y;a.m tvaa dev;aapi.h ;su;sucaan;o agna aar.s.ti.se.n;o manu.sy:a.h samiidh;e v;i;svebhir deva;ir anumady;amaana.h pr;a parj;anyam iirayaa v.r.s.tim;antam	y;am tvaa dev;aapi.h ;su;sucaan;a.h agne aar.s.ti.se.n;a.h manu.sy:a.h samiidh;e v;i;svebhi.h deva;i.h anumady;amaana.h pr;a parj;anyam iiraya+ v.r.s.tim;antam
tv;aam p;uurva ;.r.sayo giirbh;ir aayan tv;aam adhvar;e.su puruhuuta v;i;sve sah;asraa.ny ;adhirathaany asm;e ;aa no yaj;n;a.m rohida;sv;opa yaahi	tv;aam p;uurve ;.r.saya.h giirbh;i.h aayan tv;aam adhvar;e.su puruhuuta v;i;sve sah;asraa.ni ;adhirathaani asm;e ;aa na.h yaj;n;am rohida;sva ;upa yaahi
et;aany agne navat;ir n;ava tv;e ;aahutaany ;adhirathaa sah;asraa t;ebhir vardhasva tanv:a.h ;suura puurv;iir div;o no v.r.s.t;im i.sit;o ririihi	et;aani agne navat;i.h n;ava tv;e ;aahutaani ;adhirathaa sah;asraa t;ebhi.h vardhasva tanv:a.h ;suura puurv;ii.h div;a.h na.h v.r.s.t;im i.sit;a.h ririihi
et;aany agne navat;i.m sah;asraa s;am pr;a yacha v;.r.s.na ;indraaya bhaag;am vidv;aan path;a .rtu;s;o devay;aanaan ;apy aulaan;a.m div;i dev;e.su dhehi	et;aani agne navat;im sah;asraa s;am pr;a yacha v;.r.s.ne ;indraaya bhaag;am vidv;aan path;a.h .rtu;s;a.h devay;aanaan ;api aulaan;am div;i dev;e.su dhehi
k;a.m na;s citr;am i.sa.nyasi cikitv;aan p.rthugm;aana.m vaa;sr;a.m vaav.rdh;adhyai k;at t;asya d;aatu ;s;avaso vy:u.s.tau t;ak.sad v;ajra.m v.rtrat;uram ;apinvat	k;am na.h citr;am i.sa.nyasi cikitv;aan p.rthugm;aanam vaa;sr;am vaav.rdh;adhyai k;at t;asya d;aatu ;s;avasa.h vy:u.s.tau t;ak.sat v;ajram v.rtrat;uram ;apinvat
s;a h;i dyut;aa vidy;utaa v;eti s;aama p.rth;u.m y;onim asuratv;aa sasaada s;a s;anii.debhi.h prasahaan;o asya bhr;aatur n;a .rt;e sapt;athasya maay;aa.h	s;a h;i dyut;aa vidy;utaa v;eti s;aama p.rth;um y;onim asuratv;aa ;aa sasaada s;a s;anii.debhi.h prasahaan;a.h asya bhr;aatu.h n;a .rt;e sapt;athasya maay;aa.h
s;a v;aaja.m y;aat;aapadu.spadaa y;an sv:ar.saataa p;ari .sadat sani.sy;an anarv;aa y;ac chat;adurasya v;edo ghn;a;n chi;sn;adevaa;m abh;i v;arpasaa bh;uut	s;a v;aajam y;aataa ;apadu.spadaa y;an sv:ar.saataa p;ari sadat sani.sy;an anarv;aa y;at ;sat;adurasya v;eda.h ghn;an ;si;sn;adevaan abh;i v;arpasaa bh;uut
s;a yahvy:o 'v;aniir g;o.sv ;arv;aa juhoti pradhany:aasu s;asri.h ap;aado y;atra y;ujyaaso 'rath;aa dro.ny:a;svaasa ;iirate gh.rt;a.m v;aa.h	s;a yahvy:a.h av;anii.h g;o.su ;arvaa ;aa juhoti pradhany:aasu s;asri.h ap;aada.h y;atra y;ujyaasa.h arath;aa.h dro.ny:a;svaasa.h ;iirate gh.rt;am v;aar
s;a rudr;ebhir ;a;sastavaara ;.rbhvaa hitv;ii g;ayam aar;eavadya ;aagaat vamr;asya manye mithun;aa v;ivavrii ;annam abh;iityaarodayan mu.saay;an	s;a rudr;ebhi.h ;a;sastavaara.h ;.rbhvaa hitv;ii g;ayam aar;eavadya.h ;aa agaat vamr;asya manye mithun;aa v;ivavrii ;annam abh;iitya arodayat mu.saay;an
s;a ;id d;aasa.m tuviir;avam p;atir d;an .sa.dak.s;a.m tri;siir.s;aa.na.m damanyat asy;a trit;o nv ;ojasaa v.rdhaan;o vip;aa varaah;am ;ayoagrayaa han	s;a.h ! ;it d;aasam tuviir;avam p;ati.h d;an .sa.dak.s;am tri;siir.s;aa.nam damanyat asy;a trit;a.h n;u ;ojasaa v.rdhaan;a.h vip;aa varaah;am ;ayoagrayaa han
s;o abhr;iyo n;a y;avasa udany;an k.s;ayaaya gaat;u.m vid;an no asm;e ;upa y;at s;iidad ;indu.m ;s;ariirai.h ;syen;o 'yopaa.s.tir hanti d;asyuun	s;a.h abhr;iya.h n;a y;avase udany;an k.s;ayaaya gaat;um vid;at na.h asm;e ;upa y;at s;iidat ;indum ;s;ariirai.h ;syen;a.h ;ayopaa.s.ti.h hanti d;asyuun
ay;a.m da;sasy;an n;aryebhir asya dasm;o dev;ebhir v;aru.no n;a maay;ii ay;a.m kan;iina .rtup;aa avedy ;amimiitaar;aru.m y;a;s c;atu.spaat	ay;am da;sasy;an n;aryebhi.h asya dasm;a.h dev;ebhi.h v;aru.na.h n;a maay;ii ay;am kan;iina.h .rtup;aa.h avedi ;amimiita ar;arum y;a.h c;atu.spaat
ev;aa mah;o asura vak.s;athaaya vamrak;a.h pa.dbh;ir ;upa sarpad ;indram s;a iyaan;a.h karati svast;im asmaa ;i.sam ;uurja.m suk.sit;i.m v;i;svam ;aabhaa.h	ev;a+ mah;a.h asura vak.s;athaaya vamrak;a.h pa.dbh;i.h ;upa sarpat ;indram s;a.h ! iyaan;a.h karati svast;im asmai ;i.sam ;uurjam suk.sit;im v;i;svam ;aa abhaar
;indra d;.rhya maghavan tv;aavad ;id bhuj;a ih;a stut;a.h sutap;aa bodhi no v.rdh;e dev;ebhir na.h savit;aa pr;aavatu ;srut;am ;aa sarv;ataatim ;aditi.m v.r.niimahe	;indra d;.rhya maghavan tv;aavat ;it bhuj;e ih;a stut;a.h sutap;aa.h bodhi na.h v.rdh;e dev;ebhi.h na.h savit;aa pr;a avatu ;srut;am ;aa sarv;ataatim ;aditim v.r.niimahe
n;a vo g;uhaa cak.rma bh;uuri du.sk.rt;a.m n;aav;i.s.tya.m vasavo devah;e.danam m;aakir no devaa ;an.rtasya v;arpasa ;aa sarv;ataatim ;aditi.m v.r.niimahe	n;a va.h g;uhaa cak.rma bh;uuri du.sk.rt;am n;a aav;i.s.tyam vasava.h devah;e.danam m;aaki.h na.h devaa.h ;an.rtasya v;arpasa.h ;aa sarv;ataatim ;aditim v.r.niimahe
;ap;aamiivaa.m savit;aa saavi.san ny:ag v;ariiya ;id ;apa sedhantv ;adraya.h gr;aavaa y;atra madhu.s;ud ucy;ate b.rh;ad ;aa sarv;ataatim ;aditi.m v.r.niimahe	;apa ;amiivaam savit;aa saavi.sat ny:ak v;ariiya.h ;it ;apa sedhantu ;adraya.h gr;aavaa y;atra madhu.s;ut ucy;ate b.rh;at ;aa sarv;ataatim ;aditim v.r.niimahe
kratupr;aavaa jarit;aa ;s;a;svataam ;ava ;indra ;id bhadr;aa pr;amati.h sut;aavataam puur.n;am ;uudhar divy;a.m y;asya sikt;aya ;aa sarv;ataatim ;aditi.m v.r.niimahe	kratupr;aavaa jarit;aa ;s;a;svataam ;ava.h ;indra.h ;it bhadr;aa pr;amati.h sut;aavataam puur.n;am ;uudhar divy;am y;asya sikt;aye ;aa sarv;ataatim ;aditim v.r.niimahe
;ud budhyadhva.m s;amanasa.h sakhaaya.h s;am agn;im indhvam bah;ava.h s;anii.daa.h dadhikr;aam agn;im u.s;asa.m ca dev;iim ;indraavat;o 'vase n;i hvaye va.h	;ut budhyadhvam s;amanasa.h sakhaaya.h s;am agn;im indhvam bah;ava.h s;anii.daa.h dadhikr;aam agn;im u.s;asam ca dev;iim ;indraavata.h ;avase n;i hvaye va.h
yun;akta s;iiraa v;i yug;aa tanudhva.m k.rt;e y;onau vapateh;a b;iijam gir;aa ca ;sru.s.t;i.h s;abharaa ;asan no n;ediiya ;it s.r.ny:a.h pakv;am ;eyaat	yun;akta s;iiraa v;i yug;aa tanudhvam k.rt;e y;onau vapata ih;a b;iijam gir;aa ca ;sru.s.t;i.h s;abharaa.h ;asat na.h n;ediiya.h ;it s.r.ny:a.h pakv;am ;aa iyaat
n;ir aahaav;aan k.r.notana s;a.m varatr;aa dadhaatana si;nc;aamahaa avat;am udr;i.na.m vay;a.m su.s;ekam ;anupak.sitam	n;i.h aahaav;aan k.r.notana s;am varatr;aa.h dadhaatana si;nc;aamahai avat;am udr;i.nam vay;am su.s;ekam ;anupak.sitam
;i.sk.rtaahaavam avat;a.m suvaratr;a.m su.secan;am udr;i.na.m si;nce ;ak.sitam	;i.sk.rtaahaavam avat;am suvaratr;am su.secan;am udr;i.nam si;nce ;ak.sitam
prii.niit;aa;svaan hit;a.m jayaatha svastiv;aaha.m r;atham ;it k.r.nudhvam dr;o.naahaavam avat;am ;a;smacakram ;a.msatrako;sa.m si;ncataa n.rp;aa.nam	prii.niit;a ;a;svaan hit;am jayaatha svastiv;aaham r;atham ;it k.r.nudhvam dr;o.naahaavam avat;am ;a;smacakram ;a.msatrako;sam si;ncata+ n.rp;aa.nam
ubh;e dh;urau v;ahnir aap;ibdamaano 'nt;ar y;oneva carati dvij;aani.h v;anasp;ati.m v;ana ;aasthaapayadhva.m n;i .s;uu dadhidhvam ;akhananta ;utsam	ubh;e dh;urau v;ahni.h aap;ibdamaana.h ant;ar y;onaa iva carati dvij;aani.h v;anasp;atim v;ane ;aa asthaapayadhvam n;i s;u+ dadhidhvam ;akhananta.h ;utsam
pr;a te r;atham mithuuk;.rtam ;indro 'vatu dh.r.s.nuy;aa asm;inn aaja;u puruhuuta ;srav;aayye dhanabhak.s;e.su no 'va	pr;a te r;atham mithuuk;.rtam ;indra.h avatu dh.r.s.nuy;aa asm;in aaja;u puruhuuta ;srav;aayye dhanabhak.s;e.su na.h ava
udn;o hrad;am apibaj j;arh.r.saa.na.h k;uu.ta.m sma t.r.mh;ad abh;imaatim eti pr;a mu.sk;abhaara.h ;sr;ava ich;amaano 'jir;am baah;uu abharat s;i.saasan	udn;a.h hrad;am apibat j;arh.r.saa.na.h k;uu.tam sma t.r.mh;at abh;imaatim eti pr;a mu.sk;abhaara.h ;sr;ava.h ich;amaana.h ajir;am baah;uu abharat s;i.saasan
ny :akrandayann upay;anta enam ;amehayan v.r.sabh;am m;adhya aaj;e.h t;ena s;uubharva.m ;sat;avat sah;asra.m g;avaam m;udgala.h pradh;ane jigaaya	n;i akrandayan upay;anta.h enam ;amehayan v.r.sabh;am m;adhye aaj;e.h t;ena s;uubharvam ;sat;avat sah;asram g;avaam m;udgala.h pradh;ane jigaaya
kak;ardave v.r.sabh;o yukt;a aasiid ;avaavaciit s;aarathir asya ke;s;ii d;udher yukt;asya dr;avata.h sah;aanasa .rch;anti .smaa ni.sp;ado mudgal;aaniim	kak;ardave v.r.sabh;a.h yukt;a.h aasiit ;avaavaciit s;aarathi.h asya ke;s;ii d;udhe.h yukt;asya dr;avata.h sah;a ;anasaa .rch;anti sma+ ni.sp;ada.h mudgal;aaniim
;sun;am a.s.traavy :acarat kapard;ii varatr;aayaa.m d;aarv aan;ahyamaana.h n.rm.n;aani k.r.nv;an bah;ave j;anaaya g;aa.h paspa;saan;as t;avi.siir adhatta	;sun;am a.s.traav;ii acarat kapard;ii varatr;aayaam d;aaru aan;ahyamaana.h n.rm.n;aani k.r.nv;an bah;ave j;anaaya g;aa.h paspa;saan;a.h t;avi.sii.h adhatta
im;a.m t;am pa;sya v.r.sabh;asya y;u;nja.m k;aa.s.thaayaa m;adhye drugha.n;a.m ;s;ayaanam y;ena jig;aaya ;sat;avat sah;asra.m g;avaam m;udgala.h p.rtan;aajye.su	im;am t;am pa;sya v.r.sabh;asya y;u;njam k;aa.s.thaayaa.h m;adhye drugha.n;am ;s;ayaanam y;ena jig;aaya ;sat;avat sah;asram g;avaam m;udgala.h p.rtan;aajye.su
pariv.rkt;eva pativ;idyam aana.t p;iipyaanaa k;uucakre.neva si;nc;an e.sai.sy:aa cid rathy:aa jayema suma:ng;ala.m s;inavad astu saat;am	pariv.rkt;aa iva pativ;idyam aana.t p;iipyaanaa k;uucakre.na iva si;nc;an e.sai.sy:aa cit rathy:aa jayema suma:ng;alam s;inavat astu saat;am
tv;a.m v;i;svasya j;agata;s c;ak.sur indraasi c;ak.su.sa.h v;.r.saa y;ad aaj;i.m v;.r.sa.naa s;i.saasasi cod;ayan v;adhri.naa yuj;aa	tv;am v;i;svasya j;agata.h c;ak.su.h indra asi c;ak.su.sa.h v;.r.saa y;at aaj;im v;.r.sa.naa s;i.saasasi cod;ayan v;adhri.naa yuj;aa
s;a ;i.suhastai.h s;a ni.sa:ng;ibhir va;s;ii s;a.msra.s.taa s;a y;udha ;indro ga.n;ena sa.ms.r.s.taj;it somap;aa baahu;sardhy :ugr;adhanvaa pr;atihitaabhir ;astaa	s;a.h ! ;i.suhastai.h s;a ni.sa:ng;ibhi.h va;s;ii s;a.msra.s.taa s;a y;udha.h ;indra.h ga.n;ena sa.ms.r.s.taj;it somap;aa.h baahu;sardh;ii ugr;adhanvaa pr;atihitaabhi.h ;astaa
balavij;naay;a sth;avira.h pr;aviira.h s;ahasvaan vaaj;ii s;ahamaana ugr;a.h abh;iviiro abh;isatvaa sahoj;aa ja;itram indra r;atham ;aa ti.s.tha gov;it	balavij;naay;a.h sth;avira.h pr;aviira.h s;ahasvaan vaaj;ii s;ahamaana.h ugr;a.h abh;iviira.h abh;isatvaa sahoj;aa.h ja;itram indra r;atham ;aa ti.s.tha gov;it
gotrabh;ida.m gov;ida.m v;ajrabaahu.m j;ayantam ;ajma pram.r.n;antam ;ojasaa im;a.m sajaataa ;anu viirayadhvam ;indra.m sakhaayo ;anu s;a.m rabhadhvam	gotrabh;idam gov;idam v;ajrabaahum j;ayantam ;ajma pram.r.n;antam ;ojasaa im;am sajaataa.h ;anu viirayadhvam ;indram sakhaaya.h ;anu s;am rabhadhvam
abh;i gotr;aa.ni s;ahasaa g;aahamaano 'day;o viir;a.h ;sat;amanyur ;indra.h du;scyavan;a.h p.rtanaa.s;aa.d ayudhy:o 'sm;aaka.m s;enaa avatu pr;a yuts;u	abh;i gotr;aa.ni s;ahasaa g;aahamaana.h aday;a.h viir;a.h ;sat;amanyu.h ;indra.h du;scyavan;a.h p.rtanaa.s;aa.t ayudhy;a.h asm;aakam s;enaa.h avatu pr;a yuts;u
pr;etaa j;ayataa nara ;indro va.h ;s;arma yachatu ugr;aa va.h santu baah;avo 'naadh.r.sy;aa y;ath;aasatha	pr;a ita+ j;ayata+ nara.h ;indra.h va.h ;s;arma yachatu ugr;aa.h va.h santu baah;ava.h anaadh.r.sy;aa.h y;athaa ;asatha
aps;u dhuut;asya hariva.h p;ibeh;a n;.rbhi.h sut;asya ja.th;aram p.r.nasva mimik.s;ur y;am ;adraya indra t;ubhya.m t;ebhir vardhasva m;adam ukthavaaha.h	aps;u dhuut;asya hariva.h p;iba ih;a n;.rbhi.h sut;asya ja.th;aram p.r.nasva mimik.s;u.h y;am ;adraya.h indra t;ubhyam t;ebhi.h vardhasva m;adam ukthavaaha.h
pr;ogr;aam piit;i.m v;.r.s.na iyarmi saty;aam praya;i sut;asya harya;sva t;ubhyam ;indra dh;enaabhir ih;a maadayasva dhiibh;ir v;i;svaabhi.h ;s;acyaa g.r.naan;a.h	pr;a ugr;aam piit;im v;.r.s.ne iyarmi saty;aam praya;i sut;asya harya;sva t;ubhyam ;indra dh;enaabhi.h ih;a maadayasva dhiibh;i.h v;i;svaabhi.h ;s;acyaa g.r.naan;a.h
uut;ii ;saciivas t;ava viiry:e.na v;ayo d;adhaanaa u;s;ija .rtaj;n;aa.h praj;aavad indra m;anu.so duro.n;e tasth;ur g.r.n;anta.h sadham;aadyaasa.h	uut;ii ;saciiva.h t;ava viiry:e.na v;aya.h d;adhaanaa.h u;s;ija.h .rtaj;n;aa.h praj;aavat indra m;anu.sa.h duro.n;e tasth;u.h g.r.n;anta.h sadham;aadyaasa.h
pr;a.niitibhi.s .te harya;sva su.s.t;o.h su.sumn;asya purur;uco j;anaasa.h m;a.mhi.s.thaam uut;i.m vit;ire d;adhaanaa stot;aara indra t;ava suun;.rtaabhi.h	pr;a.niitibhi.h te harya;sva su.s.t;o.h su.sumn;asya purur;uca.h j;anaasa.h m;a.mhi.s.thaam uut;im vit;ire d;adhaanaa.h stot;aara.h indra t;ava suun;.rtaabhi.h
;upa br;ahmaa.ni harivo h;aribhyaa.m s;omasya yaahi piit;aye sut;asya ;indra tvaa yaj;n;a.h k.s;amamaa.nam aana.d daa;sv;aa;m asy adhvar;asya praket;a.h	;upa br;ahmaa.ni hariva.h h;aribhyaam s;omasya yaahi piit;aye sut;asya ;indra tvaa yaj;n;a.h k.s;amamaa.nam aana.t daa;sv;aan asi adhvar;asya praket;a.h
;sun;a.m huvema magh;avaanam ;indram asm;in bh;are n;.rtama.m v;aajasaatau ;s.r.nv;antam ugr;am uut;aye sam;atsu ghn;anta.m v.rtr;aa.ni sa.mj;ita.m dh;anaanaam	;sun;am huvema magh;avaanam ;indram asm;in bh;are n;.rtamam v;aajasaatau ;s.r.nv;antam ugr;am uut;aye sam;atsu ghn;antam v.rtr;aa.ni sa.mj;itam dh;anaanaam
kad;aa vaso stotr;a.m h;aryata ;aava ;sma;s;aa rudhad v;aa.h diirgh;a.m sut;a.m vaat;aapyaaya	kad;aa vaso stotr;am h;aryate ;aa ;ava ;sma;s;aaru ! dhat ! v;aar diirgh;am sut;am vaat;aapyaaya
h;arii y;asya suy;ujaa v;ivrataa v;er ;arvant;aanu ;s;epaa ubh;aa raj;ii n;a ke;s;inaa p;atir d;an	h;arii y;asya suy;ujaa v;ivrataa v;e.h ;arvantaa ;anu ;s;epaa ubh;aa raj;ii n;a ke;s;inaa p;ati.h d;an
