samhita	pada
;sat;adhaara.m vaay;um ark;a.m svarv;ida.m n.rc;ak.sasas t;e abh;i cak.sate hav;i.h y;e p.r.n;anti pr;a ca y;achanti sa.mgam;e t;e d;ak.si.naa.m duhate sapt;amaataram	;sat;adhaaram vaay;um ark;am svarv;idam n.rc;ak.sasa.h t;e abh;i cak.sate hav;i.h y;e p.r.n;anti pr;a ca y;achanti sa.mgam;e t;e d;ak.si.naam duhate sapt;amaataram
d;ak.si.naavaan pratham;o huut;a eti d;ak.si.naavaan graama.n;iir ;agram eti t;am ev;a manye n.rp;ati.m j;anaanaa.m y;a.h pratham;o d;ak.si.naam aaviv;aaya	d;ak.si.naavaan pratham;a.h huut;a.h eti d;ak.si.naavaan graama.n;ii.h ;agram eti t;am ev;a manye n.rp;atim j;anaanaam y;a.h pratham;a.h d;ak.si.naam aaviv;aaya
t;am ev;a ;.r.si.m t;am u brahm;aa.nam aahur yaj;nany:a.m saamag;aam uktha;s;aasam s;a ;sukr;asya tanv:o veda tisr;o y;a.h pratham;o d;ak.si.nayaa rar;aadha	t;am ev;a ;.r.sim t;am u brahm;aa.nam aahu.h yaj;nany:am saamag;aam uktha;s;aasam s;a ;sukr;asya tanv:a.h veda tisr;a.h y;a.h pratham;a.h d;ak.si.nayaa rar;aadha
d;ak.si.n;aa;sva.m d;ak.si.naa g;aa.m dadaati d;ak.si.naa candr;am ut;a y;ad dh;ira.nyam d;ak.si.n;aanna.m vanute y;o na aatm;aa d;ak.si.naa.m v;arma k.r.nute vijaan;an	d;ak.si.naa ;a;svam d;ak.si.naa g;aam dadaati d;ak.si.naa candr;am ut;a y;at h;ira.nyam d;ak.si.naa ;annam vanute y;a.h na.h aatm;aa d;ak.si.naam v;arma k.r.nute vijaan;an
n;a bhoj;aa mamrur n;a nyarth;am iiyur n;a ri.syanti n;a vyathante ha bhoj;aa.h id;a.m y;ad v;i;svam bh;uvana.m sv:a;s cait;at s;arva.m d;ak.si.naibhyo dadaati	n;a bhoj;aa.h mamru.h n;a nyarth;am iiyu.h n;a ri.syanti n;a vyathante ha bhoj;aa.h id;am y;at v;i;svam bh;uvanam sv:ar ca et;at s;arvam d;ak.si.naa ebhya.h dadaati
bhoj;aa jigyu.h surabh;i.m y;onim ;agre bhoj;aa jigyur vadhv:a.m y;aa suv;aasaa.h bhoj;aa jigyur anta.hp;eya.m s;uraayaa bhoj;aa jigyur y;e ;ahuutaa.h pray;anti	bhoj;aa.h jigyu.h surabh;im y;onim ;agre bhoj;aa.h jigyu.h vadhv:am y;aa suv;aasaa.h bhoj;aa.h jigyu.h anta.hp;eyam s;uraayaa.h bhoj;aa.h jigyu.h y;e ;ahuutaa.h pray;anti
bhoj;aay;aa;sva.m s;am m.rjanty aa;s;um bhoj;aayaaste kany:aa ;s;umbhamaanaa bhoj;asyed;am pu.skar;i.niiva v;e;sma p;ari.sk.rta.m devamaan;eva citr;am	bhoj;aaya ;a;svam s;am m.rjanti aa;s;um bhoj;aaya aaste kany:aa ;s;umbhamaanaa bhoj;asya id;am pu.skar;i.nii iva v;e;sma p;ari.sk.rtam devamaan;aa iva citr;am
bhoj;am ;a;svaa.h su.s.thuv;aaho vahanti suv;.rd r;atho vartate d;ak.si.naayaa.h bhoj;a.m devaaso 'vataa bh;are.su bhoj;a.h ;s;atruun samaniik;e.su j;etaa	bhoj;am ;a;svaa.h su.s.thuv;aaha.h vahanti suv;.rt r;atha.h vartate d;ak.si.naayaa.h bhoj;am devaasa.h avata+ bh;are.su bhoj;a.h ;s;atruun samaniik;e.su j;etaa
k;im ich;antii sar;amaa pr;ed;am aana.d duur;e hy ;adhvaa j;aguri.h paraaca;i.h k;aasm;ehiti.h k;aa p;aritakmyaasiit kath;a.m ras;aayaa atara.h p;ayaa.msi	k;im ich;antii sar;amaa pr;a id;am aana.t duur;e h;i ;adhvaa j;aguri.h paraaca;i.h k;aa asm;ehiti.h k;aa p;aritakmyaa aasiit kath;am ras;aayaa.h atara.h p;ayaa.msi
;indrasya duut;iir i.sit;aa caraami mah;a ich;antii pa.nayo nidh;iin va.h ati.sk;ado bhiy;asaa t;an na aavat t;athaa ras;aayaa ataram p;ayaa.msi	;indrasya duut;ii.h i.sit;aa caraami mah;a.h ich;antii pa.naya.h nidh;iin va.h ati.sk;ada.h bhiy;asaa t;at na.h aavat t;athaa ras;aayaa.h ataram p;ayaa.msi
kiid;.r:n:n ;indra.h sarame k;aa d.r;siik;aa y;asyed;a.m duut;iir ;asara.h paraak;aat ;aa ca g;achaan mitr;am enaa dadhaam;aathaa g;avaa.m g;opatir no bhavaati	kiid;.r:n ;indra.h sarame k;aa d.r;siik;aa y;asya id;am duut;ii.h ;asara.h paraak;aat ;aa ca g;achaat mitr;am ena+ dadhaama ;atha+ g;avaam g;opati.h na.h bhavaati
n;aah;a.m t;a.m veda d;abhya.m d;abhat s;a y;asyed;a.m duut;iir ;asaram paraak;aat n;a t;a.m guuhanti srav;ato gabhiir;aa hat;aa ;indre.na pa.naya.h ;sayadhve	n;a ah;am t;am veda d;abhyam d;abhat s;a y;asya id;am duut;ii.h ;asaram paraak;aat n;a t;am guuhanti srav;ata.h gabhiir;aa.h hat;aa.h ;indre.na pa.naya.h ;sayadhve
im;aa g;aava.h sarame y;aa a;icha.h p;ari div;o ;antaan subhage p;atantii k;as ta enaa ;ava s.rjaad ;ayudhvy ut;aasm;aakam ;aayudhaa santi tigm;aa	im;aa.h g;aava.h sarame y;aa.h a;icha.h p;ari div;a.h ;antaan subhage p;atantii k;a.h te enaa.h ;ava s.rjaat ;ayudhvii ut;a asm;aakam ;aayudhaa santi tigm;aa
aseny;aa va.h pa.nayo v;acaa.msy ani.savy;aas tanv:a.h santu paap;ii.h ;adh.r.s.to va ;etav;aa astu p;anthaa b;.rhasp;atir va ubhay;aa n;a m.r.daat	aseny;aa va.h pa.naya.h v;acaa.msi ani.savy;aa.h tanv:a.h santu paap;ii.h ;adh.r.s.ta.h va.h ;etava;i astu p;anthaa.h b;.rhasp;ati.h va.h ubhay;aa n;a m.r.daat
ay;a.m nidh;i.h sarame ;adribudhno g;obhir ;a;svebhir v;asubhir ny:.s.ta.h r;ak.santi t;am pa.n;ayo y;e sugop;aa r;eku pad;am ;alakam ;aa jagantha	ay;am nidh;i.h sarame ;adribudhna.h g;obhi.h ;a;svebhi.h v;asubhi.h ny:.s.ta.h r;ak.santi t;am pa.n;aya.h y;e sugop;aa.h r;eku pad;am ;alakam ;aa jagantha
;eh;a gamann ;.r.saya.h s;oma;sitaa ay;aasyo ;a:ngiraso n;avagvaa.h t;a et;am uurv;a.m v;i bhajanta g;onaam ;athait;ad v;aca.h pa.n;ayo v;amann ;it	;aa ih;a gaman ;.r.saya.h s;oma;sitaa.h ay;aasya.h ;a:ngirasa.h n;avagvaa.h t;e et;am uurv;am v;i bhajanta g;onaam ;atha et;at v;aca.h pa.n;aya.h v;aman ;it
ev;aa ca tv;a.m sarama aajag;antha pr;abaadhitaa s;ahasaa da;ivyena sv;asaara.m tvaa k.r.navai m;aa p;unar gaa ;apa te g;avaa.m subhage bhajaama	ev;a+ ca tv;am sarame aajag;antha pr;abaadhitaa s;ahasaa da;ivyena sv;asaaram tvaa k.r.navai m;aa p;unar gaa.h ;apa te g;avaam subhage bhajaama
n;aah;a.m veda bhraat.rtv;a.m n;o svas.rtv;am ;indro vidur ;a:ngirasa;s ca ghor;aa.h g;okaamaa me achadayan y;ad ;aayam ;ap;aata ita pa.nayo v;ariiya.h	n;a ah;am veda bhraat.rtv;am n;a u svas.rtv;am ;indra.h vidu.h ;a:ngirasa.h ca ghor;aa.h g;okaamaa.h me achadayan y;at ;aayam ;apa ;ata.h ita pa.naya.h v;ariiya.h
duur;am ita pa.nayo v;ariiya ;ud g;aavo yantu minat;iir .rt;ena b;.rhasp;atir y;aa ;avindan n;iguu.dhaa.h s;omo gr;aavaa.na ;.r.saya;s ca v;ipraa.h	duur;am ita pa.naya.h v;ariiya.h ;ut g;aava.h yantu minat;ii.h .rt;ena b;.rhasp;ati.h y;aa.h ;avindat n;iguu.dhaa.h s;oma.h gr;aavaa.na.h ;.r.saya.h ca v;ipraa.h
t:e 'vadan pratham;aa brahmakilbi.s;e 'kuupaara.h salil;o maatar;i;svaa vii.d;uharaas t;apa ugr;o mayobh;uur ;aapo dev;ii.h prathamaj;aa .rt;ena	t;e avadan pratham;aa.h brahmakilbi.s;e ;akuupaara.h salil;a.h maatar;i;svaa vii.d;uharaa.h t;apa.h ugr;a.h mayobh;uu.h ;aapa.h dev;ii.h prathamaj;aa.h .rt;ena
s;omo r;aajaa pratham;o brahmajaay;aam p;una.h pr;aayachad ;ah.r.niiyamaana.h anvartit;aa v;aru.no mitr;a aasiid agn;ir h;otaa hastag;.rhy;aa ninaaya	s;oma.h r;aajaa pratham;a.h brahmajaay;aam p;unar pr;a ayachat ;ah.r.niiyamaana.h anvartit;aa v;aru.na.h mitr;a.h aasiit agn;i.h h;otaa hastag;.rhya ;aa ninaaya
h;astenaiv;a graahy:a aadh;ir asyaa brahmajaay;ey;am ;iti c;ed ;avocan n;a duut;aaya prahy:e tastha e.s;aa t;athaa raa.s.tr;a.m gupit;a.m k.satr;iyasya	h;astena ev;a graahy:a.h aadh;i.h asyaa.h brahmajaay;aa iy;am ;iti ca ;it ;avocan n;a duut;aaya prahy:e tasthe e.s;aa t;athaa raa.s.tr;am gupit;am k.satr;iyasya
dev;aa et;asyaam avadanta p;uurve sapta.r.s;ayas t;apase y;e ni.sed;u.h bhiim;aa jaay;aa braahma.n;asy;opaniitaa durdh;aa.m dadhaati param;e vy:oman	dev;aa.h et;asyaam avadanta p;uurve sapta.r.s;aya.h t;apase y;e ni.sed;u.h bhiim;aa jaay;aa braahma.n;asya ;upaniitaa durdh;aam dadhaati param;e vy:oman
brahmacaar;ii carati v;evi.sad v;i.sa.h s;a dev;aanaam bhavaty ;ekam ;a:ngam t;ena jaay;aam ;anv avindad b;.rhasp;ati.h s;omena niit;aa.m juhv:a.m n;a devaa.h	brahmacaar;ii carati v;evi.sat v;i.sa.h s;a dev;aanaam bhavati ;ekam ;a:ngam t;ena jaay;aam ;anu avindat b;.rhasp;ati.h s;omena niit;aam juhv:am n;a devaa.h
p;unar va;i dev;aa adadu.h p;unar manu.sy:aa ut;a r;aajaana.h saty;a.m k.r.nvaan;aa brahmajaay;aam p;unar dadu.h	p;unar va;i dev;aa.h adadu.h p;unar manu.sy:aa.h ut;a r;aajaana.h saty;am k.r.nvaan;aa.h brahmajaay;aam p;unar dadu.h
punard;aaya brahmajaay;aa.m k.rtv;ii deva;ir nikilbi.s;am ;uurjam p.rthivy;aa bhaktv;aayorugaay;am ;upaasate	punard;aaya brahmajaay;aam k.rtv;ii deva;i.h nikilbi.s;am ;uurjam p.rthivy;aa bhaktv;aaya urugaay;am ;upa aasate
s;amiddho ady;a m;anu.so duro.n;e dev;o dev;aan yajasi jaataveda.h ;aa ca v;aha mitramaha;s cikitv;aan tv;a.m duut;a.h kav;ir asi pr;acetaa.h	s;amiddha.h ady;a m;anu.sa.h duro.n;e dev;a.h dev;aan yajasi jaataveda.h ;aa ca v;aha mitramaha.h cikitv;aan tv;am duut;a.h kav;i.h asi pr;acetaa.h
t;anuunapaat path;a .rt;asya y;aanaan m;adhvaa sama;nj;an svadayaa sujihva m;anmaani dhiibh;ir ut;a yaj;n;am .rndh;an devatr;aa ca k.r.nuhy adhvar;a.m na.h	t;anuunapaat path;a.h .rt;asya y;aanaan m;adhvaa sama;nj;an svadaya+ sujihva m;anmaani dhiibh;i.h ut;a yaj;n;am .rndh;an devatr;aa ca k.r.nuhi adhvar;am na.h
aaj;uhvaana ;ii.dyo v;andya;s c;aa yaahy agne v;asubhi.h saj;o.saa.h tv;a.m dev;aanaam asi yahva h;otaa s;a enaan yak.sii.sit;o y;ajiiyaan	aaj;uhvaana.h ;ii.dya.h v;andya.h ca ;aa yaahi agne v;asubhi.h saj;o.saa.h tv;am dev;aanaam asi yahva h;otaa s;a.h ! enaan yak.si i.sit;a.h y;ajiiyaan
praac;iinam barh;i.h prad;i;saa p.rthivy;aa v;astor asy;aa v.rjyate ;agre ;ahnaam vy :u prathate vitar;a.m v;ariiyo dev;ebhyo ;aditaye syon;am	praac;iinam barh;i.h prad;i;saa p.rthivy;aa.h v;asto.h asy;aa.h v.rjyate ;agre ;ahnaam v;i u prathate vitar;am v;ariiya.h dev;ebhya.h ;aditaye syon;am
vy;acasvatiir urviy;aa v;i ;srayantaam p;atibhyo n;a j;anaya.h ;s;umbhamaanaa.h d;eviir dvaaro b.rhatiir vi;svaminvaa dev;ebhyo bhavata supraaya.n;aa.h	vy;acasvatii.h urviy;aa v;i ;srayantaam p;atibhya.h n;a j;anaya.h ;s;umbhamaanaa.h d;evii.h dvaara.h b.rhatii.h vi;svaminvaa.h dev;ebhya.h bhavata supraaya.n;aa.h
;aa su.sv;ayantii yajat;e ;upaake u.s;aasaan;aktaa sadataa.m n;i y;onau divy;e y;o.sa.ne b.rhat;ii surukm;e ;adhi ;sr;iya.m ;sukrap;i;sa.m d;adhaane	;aa su.sv;ayantii yajat;e ;upaake u.s;aasaan;aktaa sadataam n;i y;onau divy;e y;o.sa.ne b.rhat;ii surukm;e ;adhi ;sr;iyam ;sukrap;i;sam d;adhaane
da;ivyaa h;otaaraa pratham;aa suv;aacaa m;imaanaa yaj;n;am m;anu.so y;ajadhyai pracod;ayantaa vid;athe.su kaar;uu praac;iina.m jy;oti.h prad;i;saa di;s;antaa	da;ivyaa h;otaaraa pratham;aa suv;aacaa m;imaanaa yaj;n;am m;anu.sa.h y;ajadhyai pracod;ayantaa vid;athe.su kaar;uu praac;iinam jy;oti.h prad;i;saa di;s;antaa
;aa no yaj;n;am bh;aaratii t;uuyam etv ;i.daa manu.sv;ad ih;a cet;ayantii tisr;o dev;iir barh;ir ;ed;a.m syon;a.m s;arasvatii sv;apasa.h sadantu	;aa na.h yaj;n;am bh;aaratii t;uuyam etu ;i.daa manu.sv;at ih;a cet;ayantii tisr;a.h dev;ii.h barh;i.h ;aa id;am syon;am s;arasvatii sv;apasa.h sadantu
y;a im;e dy;aavaap.rthiv;ii j;anitrii ruupa;ir ;api.m;sad bh;uvanaani v;i;svaa t;am ady;a hotar i.sit;o y;ajiiyaan dev;a.m tv;a.s.taaram ih;a yak.si vidv;aan	y;a.h im;e dy;aavaap.rthiv;ii j;anitrii ruupa;i.h ;api.m;sat bh;uvanaani v;i;svaa t;am ady;a hotar i.sit;a.h y;ajiiyaan dev;am tv;a.s.taaram ih;a yak.si vidv;aan
up;aavas.rja tm;anyaa sama;nj;an dev;aanaam p;aatha .rtuth;aa hav;ii.m.si v;anasp;ati.h ;samit;aa dev;o agn;i.h sv;adantu havy;am m;adhunaa gh.rt;ena	up;aavas.rja tm;anyaa sama;nj;an dev;aanaam p;aatha.h .rtuth;aa hav;ii.m.si v;anasp;ati.h ;samit;aa dev;a.h agn;i.h sv;adantu havy;am m;adhunaa gh.rt;ena
sady;o jaat;o vy :amimiita yaj;n;am agn;ir dev;aanaam abhavat purog;aa.h asy;a h;otu.h prad;i;sy .rt;asya vaac;i sv;aahaak.rta.m hav;ir adantu dev;aa.h	sady;a.h jaat;a.h v;i amimiita yaj;n;am agn;i.h dev;aanaam abhavat purog;aa.h asy;a h;otu.h prad;i;si .rt;asya vaac;i sv;aahaak.rtam hav;i.h adantu dev;aa.h
m;anii.si.na.h pr;a bharadhvam manii.s;aa.m y;athaa-yathaa mat;aya.h s;anti n.r.n;aam ;indra.m satya;ir ;erayaamaa k.rt;ebhi.h s;a h;i viir;o girva.nasy;ur v;idaana.h	m;anii.si.na.h pr;a bharadhvam manii.s;aam y;athaa-yathaa mat;aya.h s;anti n.r.n;aam ;indram satya;i.h ;aa iirayaama+ k.rt;ebhi.h s;a h;i viir;a.h girva.nasy;u.h v;idaana.h
.rt;asya h;i s;adaso dhiit;ir ;adyaut s;a.m gaar.s.tey;o v.r.sabh;o g;obhir aana.t ;ud ati.s.that tavi.s;e.naa r;ave.na mah;aanti cit s;a.m vivyaacaa r;ajaa.msi	.rt;asya h;i s;adasa.h dhiit;i.h ;adyaut s;am gaar.s.tey;a.h v.r.sabh;a.h g;obhi.h aana.t ;ut ati.s.that tavi.s;e.na+ r;ave.na mah;aanti cit s;am vivyaaca+ r;ajaa.msi
;indra.h k;ila ;sr;utyaa asy;a veda s;a h;i ji.s.n;u.h pathik;.rt s;uuryaaya ;aan m;enaa.m k.r.nv;ann ;acyuto bh;uvad g;o.h p;atir div;a.h sanaj;aa ;apratiita.h	;indra.h k;ila ;sr;utyai asy;a veda s;a h;i ji.s.n;u.h pathik;.rt s;uuryaaya ;aat m;enaam k.r.nv;an ;acyuta.h bh;uvat g;o.h p;ati.h div;a.h sanaj;aa.h ;apratiita.h
;indro mahn;aa mahat;o ar.nav;asya vrat;aaminaad ;a:ngirobhir g.r.naan;a.h pur;uu.ni cin n;i tataanaa r;ajaa.msi daadh;aara y;o dhar;u.na.m saty;ataataa	;indra.h mahn;aa mahat;a.h ar.nav;asya vrat;aa aminaat ;a:ngirobhi.h g.r.naan;a.h pur;uu.ni cit n;i tataana+ r;ajaa.msi daadh;aara y;a.h dhar;u.nam saty;ataataa
;indro div;a.h pratim;aanam p.rthivy;aa v;i;svaa veda s;avanaa h;anti ;s;u.s.nam mah;ii.m cid dy;aam ;aatanot s;uurye.na caask;ambha cit k;ambhanena sk;abhiiyaan	;indra.h div;a.h pratim;aanam p.rthivy;aa.h v;i;svaa veda s;avanaa h;anti ;s;u.s.nam mah;iim cit dy;aam ;aa atanot s;uurye.na caask;ambha cit sk;ambhanena sk;abhiiyaan
v;ajre.na h;i v.rtrah;aa v.rtr;am ;astar ;adevasya ;s;uu;suvaanasya maay;aa.h v;i dh.r.s.no ;atra dh.r.sat;aa jaghanth;aathaabhavo maghavan baahv:ojaa.h	v;ajre.na h;i v.rtrah;aa v.rtr;am ;astar ;adevasya ;s;uu;suvaanasya maay;aa.h v;i dh.r.s.no ;atra dh.r.sat;aa jaghantha ;atha abhava.h maghavan baahv:ojaa.h
s;acanta y;ad u.s;asa.h s;uurye.na citr;aam asya ket;avo r;aam avindan ;aa y;an n;ak.satra.m d;ad.r;se div;o n;a p;unar yat;o n;akir addh;aa n;u veda	s;acanta y;at u.s;asa.h s;uurye.na citr;aam asya ket;ava.h r;aam avindan ;aa y;at n;ak.satram d;ad.r;se div;a.h n;a p;unar yat;a.h n;aki.h addh;aa n;u veda
duur;a.m k;ila pratham;aa jagmur aasaam ;indrasya y;aa.h prasav;e sasr;ur ;aapa.h kv:a svid ;agra.m kv:a budhn;a aasaam ;aapo m;adhya.m kv:a vo nuun;am ;anta.h	duur;am k;ila pratham;aa.h jagmu.h aasaam ;indrasya y;aa.h prasav;e sasr;u.h ;aapa.h kv:a svit ;agram kv:a budhn;a.h aasaam ;aapa.h m;adhyam kv:a va.h nuun;am ;anta.h
s.rj;a.h s;indhuu;mr ;ahinaa jagrasaan;aa;m ;aad ;id et;aa.h pr;a vivijre jav;ena m;umuk.samaa.naa ut;a y;aa mumucr;e 'dh;ed et;aa n;a ramante n;itiktaa.h	s.rj;a.h s;indhuun ;ahinaa jagrasaan;aan ;aat ;it et;aa.h pr;a vivijre jav;ena m;umuk.samaa.naa.h ut;a y;aa.h mumucre ;adha ;it et;aa.h n;a ramante n;itiktaa.h
sadhr;iicii.h s;indhum u;sat;iir ivaayan san;aaj jaar;a aarit;a.h puurbh;id aasaam ;astam ;aa te p;aarthivaa v;asuuny asm;e jagmu.h suun;.rtaa indra puurv;ii.h	sadhr;iicii.h s;indhum u;sat;ii.h iva aayan san;aat jaar;a.h aarit;a.h puurbh;it aasaam ;astam ;aa te p;aarthivaa v;asuuni asm;e jagmu.h suun;.rtaa.h indra puurv;ii.h
;indra p;iba pratikaam;a.m sut;asya praata.hsaav;as t;ava h;i puurv;apiiti.h h;ar.sasva h;antave ;suura ;s;atruun ukth;ebhi.s .te viiry:aa pr;a bravaama	;indra p;iba pratikaam;am sut;asya praata.hsaav;a.h t;ava h;i puurv;apiiti.h h;ar.sasva h;antave ;suura ;s;atruun ukth;ebhi.h te viiry:aa pr;a bravaama
y;as te r;atho m;anaso j;aviiyaan ;endra t;ena somap;eyaaya yaahi t;uuyam ;aa te h;araya.h pr;a dravantu y;ebhir y;aasi v;.r.sabhir m;andamaana.h	y;a.h te r;atha.h m;anasa.h j;aviiyaan ;aa indra t;ena somap;eyaaya yaahi t;uuyam ;aa te h;araya.h pr;a dravantu y;ebhi.h y;aasi v;.r.sabhi.h m;andamaana.h
h;aritvataa v;arcasaa s;uuryasya ;sr;e.s.thai ruupa;is tanv:a.m spar;sayasva asm;aabhir indra s;akhibhir huvaan;a.h sadhriiciin;o maadayasvaa ni.s;adya	h;aritvataa v;arcasaa s;uuryasya ;sr;e.s.thai.h ruupa;i.h tanv:am spar;sayasva asm;aabhi.h indra s;akhibhi.h huvaan;a.h sadhriiciin;a.h maadayasva+ ni.s;adya
y;asya ty;at te mahim;aanam m;ade.sv im;e mah;ii r;odasii n;aaviviktaam t;ad ;oka ;aa h;aribhir indra yukta;i.h priy;ebhir yaahi priy;am ;annam ;acha	y;asya ty;at te mahim;aanam m;ade.su im;e mah;ii r;odasii n;a ;aviviktaam t;at ;oka.h ;aa h;aribhi.h indra yukta;i.h priy;ebhi.h yaahi priy;am ;annam ;acha
y;asya ;s;a;svat papiv;aa;m indra ;s;atruun anaanuk.rty;aa r;a.nyaa cak;artha s;a te p;ura.mdhi.m t;avi.siim iyarti s;a te m;adaaya sut;a indra s;oma.h	y;asya ;s;a;svat papiv;aan indra ;s;atruun anaanuk.rty;aa r;a.nyaa cak;artha s;a te p;ura.mdhim t;avi.siim iyarti s;a te m;adaaya sut;a.h indra s;oma.h
id;a.m te p;aatra.m s;anavittam indra p;ibaa s;omam en;aa ;satakrato puur.n;a aahaav;o madir;asya m;adhvo y;a.m v;i;sva ;id abhih;aryanti dev;aa.h	id;am te p;aatram s;anavittam indra p;iba+ s;omam en;aa ;satakrato puur.n;a.h aahaav;a.h madir;asya m;adhva.h y;am v;i;sve ;it abhih;aryanti dev;aa.h
v;i h;i tv;aam indra purudh;aa j;anaaso hit;aprayaso v.r.sabha hv;ayante asm;aaka.m te m;adhumattamaaniim;aa bhuvan s;avanaa t;e.su harya	v;i h;i tv;aam indra purudh;aa j;anaasa.h hit;aprayasa.h v.r.sabha hv;ayante asm;aakam te m;adhumattamaani im;aa bhuvan s;avanaa t;e.su harya
pr;a ta indra puurvy;aa.ni pr;a nuun;a.m viiry:aa vocam pratham;aa k.rt;aani satiin;amanyur a;srathaayo ;adri.m suvedan;aam ak.r.nor br;ahma.ne g;aam	pr;a te indra puurvy;aa.ni pr;a nuun;am viiry:aa vocam pratham;aa k.rt;aani satiin;amanyu.h a;srathaaya.h ;adrim suvedan;aam ak.r.no.h br;ahma.ne g;aam
n;i .s;u siida ga.napate ga.n;e.su tv;aam aahur v;ipratama.m kaviin;aam n;a .rt;e tv;at kriyate k;i.m can;aar;e mah;aam ark;am maghava;n citr;am arca	n;i s;u siida ga.napate ga.n;e.su tv;aam aahu.h v;ipratamam kaviin;aam n;a .rt;e tv;at kriyate k;im can;a aar;e mah;aam ark;am maghavan citr;am arca
abhikhy;aa no maghavan n;aadhamaanaan s;akhe bodh;i vasupate s;akhiinaam r;a.na.m k.rdhi ra.nak.rt satya;su.sm;aabhakte cid ;aa bhajaa raay;e asm;aan	abhikhy;aa na.h maghavan n;aadhamaanaan s;akhe bodh;i vasupate s;akhiinaam r;a.nam k.rdhi ra.nak.rt satya;su.sma ;abhakte cit ;aa bhaja+ raay;e asm;aan
t;am asya dy;aavaap.rthiv;ii s;acetasaa v;i;svebhir deva;ir ;anu ;s;u.smam aavataam y;ad a;it k.r.nvaan;o mahim;aanam indriy;am piitv;ii s;omasya kr;atumaa;m avardhata	t;am asya dy;aavaap.rthiv;ii s;acetasaa v;i;svebhi.h deva;i.h ;anu ;s;u.smam aavataam y;at a;it k.r.nvaan;a.h mahim;aanam indriy;am piitv;ii s;omasya kr;atumaan avardhata
t;am asya v;i.s.nur mahim;aanam ;ojasaa.m;s;u.m dadhanv;aan m;adhuno v;i rap;sate dev;ebhir ;indro magh;avaa say;aavabhir v.rtr;a.m jaghanv;aa;m abhavad v;are.nya.h	t;am asya v;i.s.nu.h mahim;aanam ;ojasaa a.m;s;um dadhanv;aan m;adhuna.h v;i rap;sate dev;ebhi.h ;indra.h magh;avaa say;aavabhi.h v.rtr;am jaghanv;aan abhavat v;are.nya.h
v.rtr;e.na y;ad ;ahinaa b;ibhrad ;aayudhaa sam;asthithaa yudh;aye ;s;a.msam aav;ide v;i;sve te ;atra mar;uta.h sah;a tm;an;aavardhann ugra mahim;aanam indriy;am	v.rtr;e.na y;at ;ahinaa b;ibhrat ;aayudhaa sam;asthithaa.h yudh;aye ;s;a.msam aav;ide v;i;sve te ;atra mar;uta.h sah;a tm;anaa ;avardhan ugra mahim;aanam indriy;am
jaj;naan;a ev;a vy :abaadhata sp;.rdha.h pr;aapa;syad viir;o abh;i pa;u.msya.m r;a.nam ;av.r;scad ;adrim ;ava sasy;ada.h s.rjad ;astabhnaan n;aaka.m svapasy;ayaa p.rth;um	jaj;naan;a.h ev;a v;i abaadhata sp;.rdha.h pr;a apa;syat viir;a.h abh;i pa;u.msyam r;a.nam ;av.r;scat ;adrim ;ava sasy;ada.h s.rjat ;astabhnaat n;aakam svapasy;ayaa p.rth;um
;aad ;indra.h satr;aa t;avi.siir apatyata v;ariiyo dy;aavaap.rthiv;ii abaadhata ;avaabharad dh.r.sit;o v;ajram aayas;a.m ;s;evam mitr;aaya v;aru.naaya daa;s;u.se	;aat ;indra.h satr;aa t;avi.sii.h apatyata v;ariiya.h dy;aavaap.rthiv;ii abaadhata ;ava abharat dh.r.sit;a.h v;ajram aayas;am ;s;evam mitr;aaya v;aru.naaya daa;s;u.se
;indrasy;aatra t;avi.siibhyo virap;s;ina .rghaayat;o ara.mhayanta many;ave v.rtr;a.m y;ad ugr;o vy ;av.r;scad ;ojasaap;o b;ibhrata.m t;amasaa p;ariiv.rtam	;indrasya ;atra t;avi.siibhya.h virap;s;ina.h .rghaayat;a.h ara.mhayanta many;ave v.rtr;am y;at ugr;a.h v;i ;av.r;scat ;ojasaa ap;a.h b;ibhratam t;amasaa p;ariiv.rtam
y;aa viiry:aa.ni pratham;aani k;artvaa mahitv;ebhir y;atamaanau samiiy;atu.h dhvaant;a.m t;am;o 'va dadhvase hat;a ;indro mahn;aa puurv;ahuutaav apatyata	y;aa viiry:aa.ni pratham;aani k;artvaa mahitv;ebhi.h y;atamaanau samiiy;atu.h dhvaant;am t;ama.h ;ava dadhvase hat;e ;indra.h mahn;aa puurv;ahuutau apatyata
v;i;sve dev;aaso ;adha v;.r.s.nyaani t;e 'vardhayan s;omavatyaa vacasy;ayaa raddh;a.m v.rtr;am ;ahim ;indrasya h;anmanaagn;ir n;a j;ambhais t.r.sv ;annam aavayat	v;i;sve dev;aasa.h ;adha v;.r.s.nyaani te ;avardhayan s;omavatyaa vacasy;ayaa raddh;am v.rtr;am ;ahim ;indrasya h;anmanaa agn;i.h n;a j;ambhai.h t.r.s;u ;annam aavayat
bh;uuri d;ak.sebhir vacan;ebhir ;.rkvabhi.h sakhy;ebhi.h sakhy;aani pr;a vocata ;indro dh;uni.m ca c;umuri.m ca dambh;aya;n chraddhaamanasy;aa ;s.r.nute dabh;iitaye	bh;uuri d;ak.sebhi.h vacan;ebhi.h ;.rkvabhi.h sakhy;ebhi.h sakhy;aani pr;a vocata ;indra.h dh;unim ca c;umurim ca dambh;ayan ;sraddhaamanasy;aa ;s.r.nute dabh;iitaye
